id,origen,destino,tiempoViaje,capacidad,distancia
R11023,SITP412A03,SITP534A03,1,2000,269
R11024,SITP534A03,SITP064A03,1,2000,458
R11025,SITP579A03,SITP563A03,1,2000,341
R11026,SITP003A08,SITP065A08,1,2000,431
R11027,SITP365A07,SITP370A07,1,2000,668
R11028,SITP370A07,SITP797A00,1,2000,1034
R11029,SITP693A00,SITP877A00,1,2000,566
R11030,SITP080A04,SITP592A00,1,2000,1035
R11031,SITP053A12,SITP541A12,1,2000,301
R11032,SITP541A12,SITP337A12,1,2000,184
R11033,SITP337A12,SITP338A12,1,2000,196
R11034,SITP338A12,SITP536A12,1,2000,153
R11035,SITP186A12,SITP059A12,1,2000,205
R11036,SITP036A12,SITP033A12,1,2000,204
R11037,SITP033A12,SITP032A12,1,2000,382
R11038,SITP030A12,SITP528A12,1,2000,489
R11039,SITP528A12,TM09000,1,2000,99
R11040,SITP153A10,SITP149A10,1,2000,272
R11041,SITP149A10,SITP091B10,1,2000,341
R11042,SITP091B10,SITP049B10,1,2000,366
R11043,SITP049B10,SITP048B10,1,2000,256
R11044,SITP048B10,SITP031B10,1,2000,501
R11045,SITP031B10,SITP031A10,1,2000,56
R11046,SITP002B09,SITP083C09,1,2000,314
R11047,SITP083C09,SITP085B09,1,2000,309
R11048,SITP085B09,SITP465A09,1,2000,333
R11049,SITP465A09,SITP087C09,1,2000,127
R11050,SITP087C09,SITP087B09,1,2000,51
R11051,SITP154C08,SITP002D08,1,2000,277
R11052,SITP094B07,E010,1,2000,545
R11053,E010,SITP128B06,1,2000,1134
R11054,SITP170A03,SITP047A03,1,2000,536
R11055,TM03009,SITP053A02,1,2000,155
R11056,TM03007,SITP077A02,1,2000,474
R11057,SITP077A02,SITP150A02,1,2000,308
R11058,SITP037A02,SITP363A02,1,2000,397
R11059,SITP363A02,SITP065A02,1,2000,700
R11060,SITP065A02,SITP062A02,1,2000,412
R11061,SITP062A02,SITP119A02,1,2000,346
R11062,SITP040A01,SITP038A01,1,2000,591
R11063,SITP035A01,SITP202A01,1,2000,637
R11064,SITP202A01,SITP572A01,1,2000,333
R11065,SITP572A01,SITP201A01,1,2000,291
R11066,SITP201A01,SITP202A01,1,2000,213
R11067,SITP202A01,SITP034A01,1,2000,242
R11068,SITP034A01,SITP093A01,1,2000,416
R11069,SITP093A01,SITP053A01,1,2000,105
R11070,SITP053A01,SITP206A01,1,2000,402
R11071,SITP206A01,SITP114A01,1,2000,169
R11072,SITP114A01,SITP667A01,1,2000,274
R11073,SITP007A01,SITP571A01,1,2000,447
R11074,SITP100A01,SITP127A01,1,2000,134
R11075,SITP127A01,SITP128A01,1,2000,392
R11076,SITP128A01,SITP226A01,1,2000,436
R11077,SITP227B01,SITP321A01,1,2000,595
R11078,SITP321A01,SITP063A01,1,2000,651
R11079,SITP149A01,SITP146A01,1,2000,474
R11080,SITP146A01,SITP101A02,2,2000,1404
R11081,SITP101A02,SITP102B02,1,2000,443
R11082,SITP102B02,SITP338B02,1,2000,369
R11083,SITP244B00,SITP654A00,1,2000,351
R11084,SITP795A00,SITP796A00,1,2000,354
R11085,SITP796A00,SITP791A00,1,2000,54
R11086,SITP791A00,SITP133A00,1,2000,367
R11087,SITP393A06,SITP139A06,1,2000,564
R11088,SITP139A06,SITP038A06,1,2000,771
R11089,SITP038A06,SITP039A06,1,2000,571
R11090,SITP039A06,SITP427A06,1,2000,856
R11091,SITP427A06,SITP130A06,1,2000,661
R11092,SITP130A06,SITP143A06,1,2000,545
R11093,SITP168B05,SITP312A05,1,2000,499
R11094,SITP010A05,SITP011A05,1,2000,358
R11095,SITP034A05,SITP029A05,1,2000,212
R11096,SITP006A03,SITP061A03,1,2000,243
R11097,SITP112A03,SITP182A03,1,2000,412
R11098,SITP192A03,SITP066A03,1,2000,570
R11099,SITP300A12,SITP557A12,1,2000,198
R11100,SITP355A12,SITP357A12,1,2000,534
R11101,SITP357A12,SITP333A12,1,2000,439
R11102,SITP333A12,SITP080A12,1,2000,591
R11103,SITP080A12,SITP079B12,1,2000,252
R11104,SITP079B12,SITP404A11,1,2000,415
R11105,SITP404A11,SITP405A11,1,2000,339
R11106,SITP405A11,SITP029A11,1,2000,280
R11107,SITP011A11,SITP156B00,1,2000,555
R11108,SITP156B00,SITP155A00,1,2000,457
R11109,SITP155A00,SITP803A00,1,2000,268
R11110,SITP803A00,SITP712A00,1,2000,892
R11111,SITP159A00,SITP673A00,1,2000,477
R11112,SITP673A00,SITP672A00,1,2000,445
R11113,SITP672A00,SITP867A00,1,2000,293
R11114,SITP867A00,SITP109A00,1,2000,599
R11115,SITP109A00,SITP795A00,1,2000,399
R11116,SITP183A00,SITP162A00,1,2000,431
R11117,SITP162A00,SITP161A00,1,2000,623
R11118,SITP269A00,SITP187A00,1,2000,201
R11119,SITP006A00,SITP003A04,1,2000,468
R11120,SITP114C04,SITP309D04,1,2000,704
R11121,SITP309D04,SITP004A04,1,2000,175
R11122,SITP110A04,SITP277A04,1,2000,326
R11123,SITP278A04,SITP055A04,1,2000,366
R11124,SITP055A04,SITP409A04,1,2000,281
R11125,SITP322A04,SITP153A04,1,2000,110
R11126,SITP153A04,SITP191A04,1,2000,640
R11127,SITP191A04,SITP287A04,1,2000,596
R11128,SITP332A13,SITP585A13,1,2000,371
R11129,SITP585A13,SITP333A13,1,2000,132
R11130,SITP579A13,SITP326A13,1,2000,376
R11131,SITP326A13,SITP325A13,1,2000,251
R11132,SITP325A13,SITP005A13,1,2000,297
R11133,SITP005A13,SITP066A00,1,2000,700
R11134,SITP114B04,SITP341A05,1,2000,553
R11135,SITP341A05,SITP032A05,1,2000,328
R11136,SITP120A11,SITP025A11,1,2000,669
R11137,SITP081A11,SITP359A11,1,2000,234
R11138,SITP359A11,SITP422A11,1,2000,442
R11139,SITP389A12,SITP394A12,1,2000,162
R11140,SITPBD-015A,SITP280A00,1,2000,453
R11141,SITP280A00,SITP320A00,1,2000,236
R11142,SITP320A00,SITP762A00,1,2000,369
R11143,SITP115A04,SITP503A05,1,2000,326
R11144,SITP105A05,SITP090A05,1,2000,306
R11145,SITP090A05,SITP097A05,1,2000,615
R11146,SITP097A05,SITP031A05,1,2000,740
R11147,SITP487A05,SITP496A05,1,2000,422
R11148,SITP496A05,SITP091A05,1,2000,320
R11149,SITP091A05,SITP314A05,1,2000,517
R11150,SITP314A05,SITP313A05,1,2000,34
R11151,SITP202A01,SITP262A01,1,2000,143
R11152,SITP260A01,SITP035A01,1,2000,393
R11153,SITP260A01,SITP202A01,1,2000,246
R11154,SITP201A01,SITP011A01,1,2000,314
R11155,SITP198A01,SITP013A01,1,2000,310
R11156,SITP056A01,SITP193A01,1,2000,384
R11157,SITP191A01,SITP294A01,1,2000,315
R11158,SITP294A01,SITP622A00,1,2000,450
R11159,TM07101,SITP770A00,1,2000,77
R11160,SITP456A05,SITP114A05,1,2000,800
R11161,SITP113A05,SITP125A00,1,2000,765
R11162,SITP090A07,SITP126A00,1,2000,633
R11163,SITP039A10,SITP371A10,1,2000,439
R11164,SITP320A10,SITP322A10,1,2000,485
R11165,SITP322A10,SITP163A10,1,2000,186
R11166,SITP163A10,SITP061A10,1,2000,511
R11167,SITP296B01,SITP297B01,1,2000,314
R11168,SITP297B01,SITP299B01,1,2000,416
R11169,SITP299B01,SITP686A01,1,2000,579
R11170,SITP177A01,SITP252B01,1,2000,239
R11171,SITP046A01,SITP539A01,1,2000,338
R11172,SITP383A01,SITP346A01,1,2000,363
R11173,SITP601A01,SITP385A01,1,2000,376
R11174,SITP385A01,SITP380A01,1,2000,495
R11175,SITP380A01,SITP384A01,1,2000,376
R11176,SITP027A01,SITP028A01,1,2000,62
R11177,SITP597A01,SITP146A01,1,2000,524
R11178,SITP312A10,SITP275A10,1,2000,274
R11179,SITP275A10,SITP183A10,1,2000,317
R11180,SITP183A10,SITP404A10,1,2000,193
R11181,SITP404A10,SITP108A10,1,2000,443
R11182,SITP108A10,SITP204A10,1,2000,90
R11183,SITP204A10,SITP193B10,1,2000,278
R11184,SITP193B10,SITP213B10,1,2000,270
R11185,SITP213B10,SITP314A10,1,2000,607
R11186,SITP593A11,SITP076A11,1,2000,798
R11187,SITP018A11,SITP017A11,1,2000,606
R11188,SITP017A11,SITP405A11,1,2000,562
R11189,SITP405A11,SITP408A11,1,2000,463
R11190,SITP408A11,SITP436A12,1,2000,226
R11191,SITP325A12,SITP446A12,1,2000,237
R11192,SITP446A12,SITP517A13,1,2000,772
R11193,SITP784A00,SITP786A00,1,2000,673
R11194,SITP162A06,SITP160A06,1,2000,546
R11195,SITP160A06,SITP164A06,1,2000,279
R11196,SITP166A06,SITP168A06,1,2000,415
R11197,SITP340A07,SITP095B07,1,2000,318
R11198,SITP011A08,SITP012A08,1,2000,126
R11199,SITP015A08,SITP025A09,1,2000,260
R11200,SITP021A10,SITP107B11,1,2000,796
R11201,SITP107B11,SITP103B11,1,2000,692
R11202,SITP185A13,SITP369A13,1,2000,202
R11203,SITP369A13,SITP368A13,1,2000,25
R11204,SITP157A13,SITP166A13,1,2000,721
R11205,SITP162A13,SITP490A13,1,2000,201
R11206,SITP275A02,SITP224A02,1,2000,397
R11207,SITP224A02,SITP074A02,1,2000,328
R11208,SITP074A02,SITP262A02,1,2000,591
R11209,SITP262A02,SITP364A02,1,2000,356
R11210,SITP364A02,SITP260A02,1,2000,542
R11211,SITP260A02,SITP226A02,1,2000,695
R11212,SITP226A02,SITP275A02,1,2000,262
R11213,SITP211B09,SITP162A09,1,2000,389
R11214,SITP162A09,SITP164A09,1,2000,469
R11215,SITP164A09,SITP045B09,1,2000,465
R11216,SITP042A10,SITP054A10,1,2000,578
R11217,TM05105,SITP064A07,1,2000,927
R11218,SITP029B07,SITP086A06,1,2000,554
R11219,SITP138A06,SITP066A06,1,2000,437
R11220,SITP462A05,SITP425A06,1,2000,511
R11221,SITP425A06,SITP035A06,1,2000,435
R11222,SITP035A06,SITP038A06,1,2000,553
R11223,SITP607A03,SITP090A03,1,2000,303
R11224,SITP069A02,SITP067A02,1,2000,364
R11225,SITP067A02,SITP363A02,1,2000,368
R11226,SITP065A02,SITP095A02,1,2000,729
R11227,SITP095A02,SITP339A02,1,2000,379
R11228,SITP039A01,SITP038A01,1,2000,459
R11229,SITP038A01,SITP260A01,1,2000,996
R11230,SITP260A01,SITP261A01,1,2000,371
R11231,SITP261A01,SITP246B01,1,2000,253
R11232,SITP246B01,SITP243B01,1,2000,396
R11233,SITP231A01,SITP229A01,1,2000,389
R11234,SITP010A05,SITP080A05,1,2000,472
R11235,SITP012A05,SITP309A04,1,2000,368
R11236,SITP309A04,SITP005A04,1,2000,214
R11237,SITP112A04,SITP010A04,1,2000,515
R11238,SITP010A04,SITP007A03,1,2000,647
R11239,SITP007A03,SITP049A03,1,2000,546
R11240,SITP049A03,SITP082A03,1,2000,299
R11241,SITP050A03,SITP202A03,1,2000,259
R11242,SITP202A03,SITP008A03,1,2000,421
R11243,SITP008A03,SITP103A03,1,2000,284
R11244,SITP103A03,SITP205A03,1,2000,402
R11245,SITP205A03,SITP204A03,1,2000,163
R11246,SITP196A03,SITP190A03,1,2000,459
R11247,SITP426A03,SITP017A03,1,2000,414
R11248,SITP017A03,SITP036A03,1,2000,379
R11249,SITP016A02,SITP366A02,1,2000,341
R11250,SITP366A02,SITP014A02,1,2000,711
R11251,SITP028A01,SITP224A01,1,2000,1302
R11252,SITP224A01,SITP225A01,1,2000,854
R11253,SITP330A04,SITP246A04,1,2000,375
R11254,SITP246A04,SITP195A04,1,2000,565
R11255,SITP195A04,SITP303A04,1,2000,422
R11256,SITP054A04,SITP279A04,1,2000,476
R11257,SITP279A04,SITP277A04,1,2000,288
R11258,SITP277A04,SITP276A04,1,2000,256
R11259,SITP004A04,SITP309A04,1,2000,34
R11260,SITP182A05,SITP303A05,1,2000,430
R11261,SITP303A05,SITP226A04,1,2000,503
R11262,SITP226A04,SITP073A04,1,2000,638
R11263,SITP073A04,SITP003A04,1,2000,490
R11264,SITP178A00,SITP582A00,1,2000,440
R11265,SITP582A00,SITP399A00,1,2000,425
R11266,SITP268A00,SITP186A00,1,2000,83
R11267,SITP134A00,SITP792A00,1,2000,119
R11268,SITP197A00,SITP174A00,1,2000,616
R11269,SITP174A00,SITP172A00,1,2000,304
R11270,SITP172A00,SITP321A00,1,2000,285
R11271,SITP323A00,SITP418A00,1,2000,496
R11272,SITP418A00,SITP207A00,1,2000,393
R11273,SITP113A11,SITP011A11,1,2000,91
R11274,SITP080A12,SITP045A12,1,2000,521
R11275,SITP333A12,SITP314A12,1,2000,713
R11276,SITP304A12,SITP305A12,1,2000,49
R11277,SITP067A12,SITP300A12,1,2000,41
R11278,SITP109A11,SITP064A11,1,2000,355
R11279,SITP064A11,SITP065A11,1,2000,383
R11280,SITP155A00,SITP200B00,1,2000,552
R11281,SITP200B00,SITP712A00,1,2000,609
R11282,SITP194A00,SITP028A00,1,2000,224
R11283,SITP028A00,SITP109A00,1,2000,368
R11284,SITP795A00,SITP519A00,1,2000,456
R11285,SITP102A00,SITP325A00,1,2000,522
R11286,SITP325A00,SITP338A00,1,2000,551
R11287,SITP020A00,SITP399A00,1,2000,592
R11288,SITP399A00,SITP051A00,1,2000,243
R11289,SITP303A05,SITP446A04,1,2000,342
R11290,SITP446A04,SITP230A04,1,2000,341
R11291,SITP212A04,SITP440A04,1,2000,456
R11292,SITP440A04,SITP416A04,1,2000,312
R11293,SITP416A04,SITP561A03,1,2000,55
R11294,SITP561A03,SITP106A04,1,2000,411
R11295,SITP290A13,SITP462A13,1,2000,132
R11296,SITP462A13,SITP270A13,1,2000,260
R11297,SITP270A13,SITP520A13,1,2000,122
R11298,SITP520A13,SITP521A13,1,2000,176
R11299,SITP480A13,SITP390A13,1,2000,82
R11300,SITP390A13,SITP568A13,1,2000,262
R11301,SITP568A13,SITP423A13,1,2000,99
R11302,SITP423A13,SITP391A13,1,2000,188
R11303,SITP391A13,SITP324A13,1,2000,331
R11304,SITP324A13,SITP326A13,1,2000,278
R11305,SITP326A13,SITP515A13,1,2000,377
R11306,SITP515A13,SITP517A13,1,2000,265
R11307,SITP575A13,SITP514A13,1,2000,334
R11308,SITP513A13,SITP221A13,1,2000,479
R11309,SITP221A13,SITP259A13,1,2000,447
R11310,SITP259A13,SITP509A13,1,2000,573
R11311,SITP159A13,SITP366A13,1,2000,257
R11312,SITP366A13,SITP367A13,1,2000,10
R11313,SITP367A13,SITP368A13,1,2000,172
R11314,SITP192A13,SITP096A13,1,2000,353
R11315,SITP586A13,SITP212A13,1,2000,224
R11316,SITP325A02,SITP146A02,1,2000,674
R11317,SITP146A02,SITP006A02,1,2000,679
R11318,SITP328A11,SITP302B11,1,2000,136
R11319,SITP302B11,SITP521A11,1,2000,171
R11320,SITP521A11,SITP520A11,1,2000,235
R11321,SITP520A11,SITP279A11,1,2000,276
R11322,SITP279A11,SITP600A11,1,2000,274
R11323,SITP249A11,SITP238A11,1,2000,191
R11324,SITP232A11,SITP233A11,1,2000,243
R11325,SITP233A11,SITP229A11,1,2000,327
R11326,SITP229A11,SITP440A11,1,2000,109
R11327,SITP374A11,SITP149A10,1,2000,528
R11328,SITP091C07,SITP094B07,1,2000,775
R11329,SITP126A06,SITP128B06,1,2000,1190
R11330,SITP042A06,SITP065B06,1,2000,348
R11331,SITP070A06,SITP423A06,1,2000,449
R11332,SITP435A06,SITP093A06,1,2000,311
R11333,SITP373A06,SITP331A06,1,2000,282
R11334,SITP331A06,SITP107A06,1,2000,198
R11335,TM09121,SITP703A00,1,2000,164
R11336,SITP268A01,SITP008A01,1,2000,590
R11337,SITP008A01,SITP267A01,1,2000,193
R11338,SITP267A01,SITP269A01,1,2000,770
R11339,SITP269A01,SITP271A01,1,2000,411
R11340,SITP271A01,SITP117A01,1,2000,173
R11341,SITP117A01,SITP143A01,1,2000,347
R11342,SITP143A01,SITP318A02,1,2000,218
R11343,SITP318A02,TM02103,1,2000,278
R11344,SITP397A08,SITP058A08,1,2000,378
R11345,SITP058A08,SITP066A08,1,2000,430
R11346,SITP014D09,SITP099E09,1,2000,287
R11347,SITP099E09,SITP097A09,1,2000,448
R11348,SITP162A08,SITP088C09,1,2000,345
R11349,SITP510B09,SITP083C09,1,2000,504
R11350,SITP083C09,SITP001A09,1,2000,226
R11351,SITP048B10,SITP007B10,1,2000,570
R11352,SITP001A12,SITP002A12,1,2000,461
R11353,SITP249A12,SITP246A12,1,2000,150
R11354,SITP515A12,SITP261A12,1,2000,186
R11355,SITP381A07,SITP224A07,1,2000,217
R11356,SITP224A07,SITP227A07,1,2000,420
R11357,SITP227A07,SITP014A06,1,2000,162
R11358,SITP014A06,SITP365A06,1,2000,246
R11359,SITP365A06,SITP405A06,1,2000,471
R11360,SITP080A06,SITP182A06,1,2000,1291
R11361,SITP182A06,SITP067A06,1,2000,375
R11362,SITP356A06,SITP071A06,1,2000,400
R11363,SITP416A06,SITP041A06,1,2000,536
R11364,SITP117D05,SITP138A05,1,2000,884
R11365,SITP150A05,SITP199A05,1,2000,644
R11366,SITP434A05,SITP121A04,1,2000,450
R11367,SITP149B00,SITP578A00,1,2000,166
R11368,SITP578A00,SITP150A00,1,2000,192
R11369,SITP150A00,SITP151A00,1,2000,301
R11370,SITP336A00,SITP678A00,1,2000,562
R11371,SITP107A00,SITP318A00,1,2000,172
R11372,SITP318A00,SITP294A00,1,2000,251
R11373,SITP294A00,SITP281A00,1,2000,288
R11374,TM02300,SITP330A02,1,2000,659
R11375,SITP330A02,TM02205,1,2000,363
R11376,SITP301A02,TM02101,1,2000,353
R11377,SITP090B10,SITP014B10,1,2000,517
R11378,SITP015A10,SITP408A10,1,2000,445
R11379,SITP408A10,SITP316A10,1,2000,480
R11380,SITP093B10,SITP011A10,1,2000,245
R11381,SITP011A10,SITP009A10,1,2000,409
R11382,SITP009A10,SITP035B10,1,2000,225
R11383,SITP035B10,SITP048A10,1,2000,368
R11384,SITP048A10,SITP033B10,1,2000,295
R11385,SITP162D08,SITP502C08,1,2000,529
R11386,SITP502C08,SITP156A08,1,2000,434
R11387,SITP156A08,SITP098D07,1,2000,418
R11388,SITP094A07,SITP068B06,1,2000,1137
R11389,SITP115A05,SITP479A05,1,2000,566
R11390,SITP479A05,TM06102,1,2000,670
R11391,SITP041A11,SITP008A12,1,2000,42
R11392,SITP008A12,SITP007A12,1,2000,448
R11393,SITP005A12,SITP037A11,1,2000,429
R11394,TM07200,SITP802A00,1,2000,662
R11395,SITP802A00,SITP008A00,1,2000,491
R11396,TM07111,SITP839A00,1,2000,382
R11397,SITP839A00,SITP009A00,1,2000,859
R11398,SITP457A05,SITP695A00,1,2000,254
R11399,SITP695A00,SITP076A05,1,2000,87
R11400,SITP176A00,SITP113A05,1,2000,292
R11401,SITP113A05,SITP776A00,1,2000,344
R11402,SITP208A00,TM07106,1,2000,193
R11403,SITP456A05,SITP181A00,1,2000,277
R11404,SITP181A00,SITP774A00,1,2000,341
R11405,SITP774A00,SITP455A05,1,2000,87
R11406,SITP455A05,TM07104,1,2000,255
R11407,SITP103A05,SITP773A00,1,2000,309
R11408,SITP773A00,SITP772A00,1,2000,490
R11409,TM07103,SITP179A00,1,2000,646
R11410,SITP179A00,SITP080A04,1,2000,60
R11411,SITP554A03,TM03014,1,2000,219
R11412,TM03014,SITP212A03,1,2000,117
R11413,SITP402A00,SITP403A00,1,2000,354
R11414,SITP403A00,SITP049A02,1,2000,268
R11415,SITP049A02,SITP174A02,1,2000,395
R11416,SITP174A02,SITP050A02,1,2000,58
R11417,SITP368A02,TM03009,1,2000,307
R11418,TM03007,SITP362A02,1,2000,383
R11419,SITP362A02,SITP046A02,1,2000,382
R11420,SITP046A02,SITP615A03,1,2000,590
R11421,SITP779A00,SITP822A00,1,2000,424
R11422,SITP822A00,SITP821A00,1,2000,370
R11423,SITP378A00,SITP374A00,1,2000,615
R11424,SITPBD-015A,SITP371A00,1,2000,207
R11425,SITP371A00,SITPBD-017A,1,2000,304
R11426,SITPBD-019B,SITPBD-029A,1,2000,132
R11427,SITPBD-029A,SITP366A00,1,2000,315
R11428,SITP366A00,SITP225B00,1,2000,487
R11429,SITP225B00,SITP680A00,1,2000,639
R11430,SITP428A04,SITP435A04,1,2000,680
R11431,SITP314A04,SITP396A04,1,2000,869
R11432,SITP212B11,SITP605A11,1,2000,234
R11433,SITP605A11,SITP192A11,1,2000,176
R11434,SITP254A09,SITP257A09,1,2000,234
R11435,SITP257A09,SITP263A09,1,2000,165
R11436,SITP265A09,SITP285A09,1,2000,421
R11437,SITP285A09,SITP267A08,1,2000,280
R11438,SITP267A08,SITP259A08,1,2000,174
R11439,SITP259A08,SITP258A08,1,2000,133
R11440,SITP258A08,SITP265A08,1,2000,138
R11441,SITP265A08,SITP401A09,1,2000,264
R11442,SITP401A09,SITP403A09,1,2000,208
R11443,SITP403A09,SITP302A09,1,2000,261
R11444,SITP302A09,SITP307A09,1,2000,334
R11445,SITP307A09,SITP337A09,1,2000,144
R11446,SITP337A09,SITP027A09,1,2000,168
R11447,SITP027A09,SITP168B08,1,2000,244
R11448,SITP029A09,SITP026B09,1,2000,419
R11449,SITP169A08,SITP378A09,1,2000,144
R11450,SITP378A09,SITP180A08,1,2000,304
R11451,SITP621B09,SITP108B09,1,2000,256
R11452,SITP108B09,SITP181A08,1,2000,281
R11453,SITP181A08,SITP103B09,1,2000,335
R11454,SITP103B09,SITP103A09,1,2000,51
R11455,SITP105B09,SITP627A09,1,2000,492
R11456,SITP627A09,SITP104C09,1,2000,236
R11457,SITP571A13,SITP010A13,1,2000,162
R11458,SITP010A13,SITP523A13,1,2000,251
R11459,SITP162A13,SITP491A13,1,2000,163
R11460,SITP494A13,SITP426A13,1,2000,283
R11461,SITP786A00,TM14004,1,2000,448
R11462,SITP472A03,SITP476A03,1,2000,260
R11463,SITP476A03,SITP543A03,1,2000,129
R11464,SITP543A03,SITP234A02,1,2000,331
R11465,SITP234A02,SITP131A02,1,2000,408
R11466,SITP131A02,SITP107A02,1,2000,410
R11467,SITP091A02,SITP036A02,1,2000,328
R11468,SITP036A02,SITP152A02,1,2000,608
R11469,SITP152A02,SITP039A02,1,2000,322
R11470,SITP186A01,SITP300A01,1,2000,436
R11471,SITP297A00,SITP299A00,1,2000,595
R11472,SITP299A00,SITP303A00,1,2000,808
R11473,SITP277B01,SITP278A01,1,2000,464
R11474,SITP278A01,SITP280A01,1,2000,620
R11475,SITP092A02,SITP147A02,1,2000,832
R11476,SITP147A02,SITP148A02,1,2000,725
R11477,SITP037A02,SITP036A02,1,2000,597
R11478,SITP023A08,SITP354A08,1,2000,222
R11479,SITP215A08,SITP635A08,1,2000,257
R11480,SITP355A08,SITP391A08,1,2000,129
R11481,SITP391A08,SITP528A08,1,2000,336
R11482,SITP528A08,SITP530A08,1,2000,219
R11483,SITP530A08,SITP531A08,1,2000,375
R11484,SITP531A08,SITP532A08,1,2000,280
R11485,SITP335A08,SITP025B08,1,2000,186
R11486,SITP614A09,SITP109A09,1,2000,237
R11487,SITP102A09,SITP238A09,1,2000,269
R11488,SITP238A09,SITP608A09,1,2000,317
R11489,SITP109B09,SITP013A09,1,2000,118
R11490,SITP013A09,SITP291A10,1,2000,677
R11491,SITP201A09,SITP192A09,1,2000,404
R11492,SITP192A09,SITP591A09,1,2000,247
R11493,SITP591A09,SITP180A09,1,2000,244
R11494,SITP180A09,SITP659A09,1,2000,346
R11495,SITP175A10,SITP406A10,1,2000,950
R11496,SITP406A10,SITP053A10,1,2000,950
R11497,SITP233A10,SITP056B09,1,2000,334
R11498,SITP302B10,SITP046A10,1,2000,367
R11499,SITP636A09,SITP399A10,1,2000,489
R11500,SITP317A10,SITP320A10,1,2000,69
R11501,SITP209A00,TM07109,1,2000,174
R11502,TM07109,SITP175A00,1,2000,144
R11503,SITP210A00,SITP114A05,1,2000,397
R11504,SITP112A05,SITP177A00,1,2000,642
R11505,SITP590A00,SITP169A00,1,2000,261
R11506,TM03011,SITP136A02,1,2000,230
R11507,SITP580A03,SITP090A03,1,2000,186
R11508,SITP533A03,SITP604A03,1,2000,583
R11509,SITP547A03,SITP043A03,1,2000,594
R11510,SITP564A03,SITP182A03,1,2000,511
R11511,TM03006,SITP044A03,1,2000,621
R11512,SITP044A03,SITP053A02,1,2000,705
R11513,TM03009,SITP236A03,1,2000,608
R11514,SITP236A03,SITP220A03,1,2000,674
R11515,SITP222A03,SITP223A03,1,2000,218
R11516,SITP223A03,SITP176C03,1,2000,591
R11517,SITP818A00,SITP826A00,1,2000,329
R11518,SITP376A00,SITP380A00,1,2000,627
R11519,SITP386A00,SITP238B00,1,2000,670
R11520,SITP238B00,TM10009,1,2000,400
R11521,TM06111,SITP245D00,1,2000,193
R11522,SITP078A05,SITP308A05,1,2000,252
R11523,SITP429A05,SITP105A05,1,2000,414
R11524,SITP503A05,SITP115C04,1,2000,444
R11525,SITP115C04,SITP180C05,1,2000,626
R11526,SITP180C05,SITP181B05,1,2000,316
R11527,SITP181B05,SITP183C05,1,2000,412
R11528,SITP435A01,SITP338A01,1,2000,317
R11529,SITP338A01,SITP520A01,1,2000,384
R11530,SITP102A02,SITP338B02,1,2000,312
R11531,SITP367A02,SITP271A02,1,2000,428
R11532,SITP271A02,SITP099A02,1,2000,1314
R11533,SITP099A02,SITP103A02,1,2000,840
R11534,SITP103A02,SITP275A01,1,2000,712
R11535,SITP275A01,SITP102A02,1,2000,574
R11536,SITP015A02,SITP161A02,1,2000,523
R11537,SITP108A02,SITP021A02,1,2000,537
R11538,TM03005,SITP198A03,1,2000,313
R11539,SITP198A03,SITP015A03,1,2000,375
R11540,SITP107A04,SITP109B04,1,2000,755
R11541,SITP007C06,SITP133A06,1,2000,439
R11542,SITP133A06,SITP135A06,1,2000,1203
R11543,SITP135A06,SITP055C07,1,2000,368
R11544,SITP014B09,SITP014C09,1,2000,166
R11545,SITP253A08,SITP326A08,1,2000,418
R11546,SITP329A08,SITP334A08,1,2000,203
R11547,SITP526A08,SITP283A08,1,2000,303
R11548,SITP283A08,SITP100A08,1,2000,86
R11549,SITP152A01,SITP228B01,1,2000,109
R11550,SITP446A01,SITP523A01,1,2000,181
R11551,SITP449A01,SITP451A01,1,2000,293
R11552,SITP451A01,SITP476A01,1,2000,196
R11553,SITP148B01,SITP148A01,1,2000,105
R11554,SITP025A11,SITP351A11,1,2000,317
R11555,SITP351A11,SITP098A11,1,2000,436
R11556,SITP096A11,SITP068B11,1,2000,559
R11557,SITP068B11,SITP121A11,1,2000,122
R11558,SITP024A11,SITP072A11,1,2000,401
R11559,TM09100,SITP019A10,1,2000,610
R11560,SITP373B11,SITP025A11,1,2000,231
R11561,SITP007A03,SITP061A03,1,2000,229
R11562,SITP549A03,SITP023A03,1,2000,266
R11563,SITP023A03,SITP374A03,1,2000,178
R11564,SITP111B03,SITP596A03,1,2000,109
R11565,SITP012A06,SITP015A06,1,2000,971
R11566,SITP015A06,SITP407A07,1,2000,680
R11567,SITP407A07,SITP016A07,1,2000,449
R11568,SITP016A07,SITP018A06,1,2000,960
R11569,SITP041A07,SITP095D07,1,2000,841
R11570,SITP243B00,SITP812A00,1,2000,130
R11571,SITP812A00,SITP788A00,1,2000,282
R11572,SITP322A13,SITP399A13,1,2000,556
R11573,SITP399A13,SITP530A13,1,2000,110
R11574,SITP094A13,SITP211A13,1,2000,260
R11575,SITP211A13,SITP213A13,1,2000,333
R11576,SITP213A13,SITP380A13,1,2000,584
R11577,SITP380A13,SITP431A13,1,2000,95
R11578,SITP431A13,SITP003A13,1,2000,448
R11579,SITP315A05,SITP080A05,1,2000,377
R11580,SITP080A05,SITP435A05,1,2000,299
R11581,SITP435A05,SITP189A05,1,2000,498
R11582,SITP491A05,SITP089A05,1,2000,385
